date,district,rainfall_mm,temperature_c,humidity_p,event_label
2023-12-25,Alappuzha,0.9,27.4,58.1,None
2023-12-26,Alappuzha,4.0,30.0,76.1,None
2023-12-27,Alappuzha,3.9,26.3,71.3,None
2023-12-28,Alappuzha,3.3,29.2,59.8,None
2023-12-29,Alappuzha,4.7,29.5,62.2,None
2023-12-30,Alappuzha,2.0,24.8,66.3,None
2023-12-31,Alappuzha,1.5,28.5,59.5,None
2024-01-01,Alappuzha,2.5,26.4,75.3,None
2024-01-02,Alappuzha,3.4,26.5,60.9,None
2024-01-03,Alappuzha,1.1,29.5,58.8,None
2024-01-04,Alappuzha,1.3,28.3,69.1,None
2024-01-05,Alappuzha,3.1,29.3,62.1,None
2024-01-06,Alappuzha,3.4,29.7,61.0,None
2024-01-07,Alappuzha,4.8,26.7,60.5,None
2024-01-08,Alappuzha,2.7,27.7,60.5,None
2024-01-09,Alappuzha,0.5,29.1,64.0,None
2024-01-10,Alappuzha,2.3,28.1,74.6,None
2024-01-11,Alappuzha,4.6,29.9,67.9,None
2024-01-12,Alappuzha,1.0,28.2,61.5,None
2024-01-13,Alappuzha,3.5,28.2,65.5,None
2024-01-14,Alappuzha,3.2,23.8,62.4,None
2024-01-15,Alappuzha,4.4,28.4,62.2,None
2024-01-16,Alappuzha,1.1,28.5,68.4,None
2024-01-17,Alappuzha,2.0,27.1,64.1,None
2024-01-18,Alappuzha,2.8,24.3,70.5,None
2024-01-19,Alappuzha,4.9,27.5,69.5,None
2024-01-20,Alappuzha,0.5,26.7,67.7,None
2024-01-21,Alappuzha,2.1,31.9,62.6,None
2024-01-22,Alappuzha,0.3,26.2,63.6,None
2024-01-23,Alappuzha,0.4,28.2,57.5,None
2024-01-24,Alappuzha,2.1,33.3,63.0,None
2024-01-25,Alappuzha,0.2,30.3,62.5,None
2024-01-26,Alappuzha,1.1,27.8,72.5,None
2024-01-27,Alappuzha,2.6,26.1,59.1,None
2024-01-28,Alappuzha,3.2,28.5,56.8,None
2024-01-29,Alappuzha,4.3,29.1,58.0,None
2024-01-30,Alappuzha,3.4,27.1,64.7,None
2024-01-31,Alappuzha,1.1,31.0,64.4,None
2024-02-01,Alappuzha,0.0,27.4,69.4,None
2024-02-02,Alappuzha,1.7,29.5,72.0,None
2024-02-03,Alappuzha,3.8,28.1,70.5,None
2024-02-04,Alappuzha,2.2,27.7,63.1,None
2024-02-05,Alappuzha,4.6,30.2,64.6,None
2024-02-06,Alappuzha,1.8,25.0,57.3,None
2024-02-07,Alappuzha,3.8,29.8,69.9,None
2024-02-08,Alappuzha,0.2,26.6,61.3,None
2024-02-09,Alappuzha,2.3,30.3,69.3,None
2024-02-10,Alappuzha,0.5,28.0,77.3,None
2024-02-11,Alappuzha,2.0,24.3,64.0,None
2024-02-12,Alappuzha,2.0,26.8,58.9,None
2024-02-13,Alappuzha,1.6,27.0,64.2,None
2024-02-14,Alappuzha,1.0,30.2,57.6,None
2024-02-15,Alappuzha,1.0,27.6,61.8,None
2024-02-16,Alappuzha,4.0,28.6,57.1,None
2024-02-17,Alappuzha,0.3,29.0,67.6,None
2024-02-18,Alappuzha,2.9,24.7,58.5,None
2024-02-19,Alappuzha,1.7,26.7,65.5,None
2024-02-20,Alappuzha,3.0,29.3,70.0,None
2024-02-21,Alappuzha,1.3,25.5,69.2,None
2024-02-22,Alappuzha,2.3,27.0,72.3,None
2024-02-23,Alappuzha,0.8,28.6,60.5,None
2024-02-24,Alappuzha,3.7,28.1,66.4,None
2024-02-25,Alappuzha,4.3,24.4,57.2,None
2024-02-26,Alappuzha,0.4,31.0,61.0,None
2024-02-27,Alappuzha,4.8,28.2,54.7,None
2024-02-28,Alappuzha,1.7,27.5,61.6,None
2024-02-29,Alappuzha,4.6,28.8,63.7,None
2024-03-01,Alappuzha,9.8,31.4,71.1,None
2024-03-02,Alappuzha,7.7,34.0,68.1,None
2024-03-03,Alappuzha,6.7,39.0,74.2,Heatwave
2024-03-04,Alappuzha,1.9,34.3,68.6,None
2024-03-05,Alappuzha,9.5,35.0,69.5,None
2024-03-06,Alappuzha,4.6,33.8,90.7,None
2024-03-07,Alappuzha,1.5,39.0,65.4,Heatwave
2024-03-08,Alappuzha,9.0,38.5,60.8,Heatwave
2024-03-09,Alappuzha,8.8,34.1,75.2,None
2024-03-10,Alappuzha,8.7,38.3,74.9,Heatwave
2024-03-11,Alappuzha,7.3,33.6,74.0,None
2024-03-12,Alappuzha,6.5,32.1,69.2,None
2024-03-13,Alappuzha,6.7,30.8,66.2,None
2024-03-14,Alappuzha,3.5,35.6,72.2,None
2024-03-15,Alappuzha,9.1,31.7,84.8,None
2024-03-16,Alappuzha,2.1,38.1,60.7,Heatwave
2024-03-17,Alappuzha,2.5,37.9,70.4,Heatwave
2024-03-18,Alappuzha,9.7,28.8,66.6,None
2024-03-19,Alappuzha,9.6,33.1,42.4,None
2024-03-20,Alappuzha,9.4,36.8,54.2,None
2024-03-21,Alappuzha,8.4,35.6,74.4,None
2024-03-22,Alappuzha,7.4,32.5,71.1,None
2024-03-23,Alappuzha,10.0,35.4,85.0,None
2024-03-24,Alappuzha,6.7,34.7,97.3,None
2024-03-25,Alappuzha,8.3,31.5,63.5,None
2024-03-26,Alappuzha,8.5,33.6,70.2,None
2024-03-27,Alappuzha,8.2,32.9,78.7,None
2024-03-28,Alappuzha,7.5,30.8,66.8,None
2024-03-29,Alappuzha,9.7,32.9,48.1,None
2024-03-30,Alappuzha,5.5,32.1,53.5,None
2024-03-31,Alappuzha,2.3,29.3,62.5,None
2024-04-01,Alappuzha,2.9,36.7,78.0,None
2024-04-02,Alappuzha,5.6,36.5,79.0,None
2024-04-03,Alappuzha,10.0,29.2,69.0,None
2024-04-04,Alappuzha,5.1,31.2,100.0,None
2024-04-05,Alappuzha,4.4,35.3,62.9,None
2024-04-06,Alappuzha,7.4,36.5,74.5,None
2024-04-07,Alappuzha,7.5,32.6,94.0,None
2024-04-08,Alappuzha,5.9,29.8,73.1,None
2024-04-09,Alappuzha,9.8,35.8,79.4,None
2024-04-10,Alappuzha,6.5,35.6,56.6,None
2024-04-11,Alappuzha,0.8,30.7,73.5,None
2024-04-12,Alappuzha,8.3,30.3,67.4,None
2024-04-13,Alappuzha,3.3,25.9,83.3,None
2024-04-14,Alappuzha,6.1,34.7,60.0,None
2024-04-15,Alappuzha,1.7,28.1,86.0,None
2024-04-16,Alappuzha,9.7,33.2,71.5,None
2024-04-17,Alappuzha,3.0,32.4,85.8,None
2024-04-18,Alappuzha,7.5,27.3,85.8,None
2024-04-19,Alappuzha,9.4,31.8,61.4,None
2024-04-20,Alappuzha,5.6,34.5,56.1,None
2024-04-21,Alappuzha,1.0,36.1,54.9,None
2024-04-22,Alappuzha,8.3,34.4,72.1,None
2024-04-23,Alappuzha,8.5,31.2,76.4,None
2024-04-24,Alappuzha,0.8,31.7,72.0,None
2024-04-25,Alappuzha,7.3,36.7,58.0,None
2024-04-26,Alappuzha,3.8,35.7,72.7,None
2024-04-27,Alappuzha,9.3,29.8,60.7,None
2024-04-28,Alappuzha,2.5,31.5,70.2,None
2024-04-29,Alappuzha,9.1,37.8,85.2,Heatwave
2024-04-30,Alappuzha,7.5,32.3,73.8,None
2024-05-01,Alappuzha,4.7,30.5,71.0,None
2024-05-02,Alappuzha,2.1,28.2,74.3,None
2024-05-03,Alappuzha,8.2,34.6,53.9,None
2024-05-04,Alappuzha,6.1,33.2,90.3,None
2024-05-05,Alappuzha,0.9,36.6,84.9,None
2024-05-06,Alappuzha,1.6,32.6,85.9,None
2024-05-07,Alappuzha,0.5,26.2,69.4,None
2024-05-08,Alappuzha,8.8,32.6,65.8,None
2024-05-09,Alappuzha,8.7,35.6,78.6,None
2024-05-10,Alappuzha,0.7,35.3,74.2,None
2024-05-11,Alappuzha,1.9,31.9,77.1,None
2024-05-12,Alappuzha,7.4,38.4,85.2,Heatwave
2024-05-13,Alappuzha,8.7,35.2,68.2,None
2024-05-14,Alappuzha,6.6,35.4,86.2,None
2024-05-15,Alappuzha,9.3,38.5,89.3,Heatwave
2024-05-16,Alappuzha,1.5,31.5,77.6,None
2024-05-17,Alappuzha,4.9,32.2,64.4,None
2024-05-18,Alappuzha,8.9,35.9,88.7,None
2024-05-19,Alappuzha,0.1,35.6,68.4,None
2024-05-20,Alappuzha,3.8,36.3,58.1,None
2024-05-21,Alappuzha,0.3,34.2,83.1,None
2024-05-22,Alappuzha,6.2,33.7,89.4,None
2024-05-23,Alappuzha,8.2,34.2,81.2,None
2024-05-24,Alappuzha,2.1,32.9,83.5,None
2024-05-25,Alappuzha,9.7,36.0,69.4,None
2024-05-26,Alappuzha,9.2,31.8,64.8,None
2024-05-27,Alappuzha,7.0,38.8,83.3,Heatwave
2024-05-28,Alappuzha,0.3,33.1,66.2,None
2024-05-29,Alappuzha,0.6,34.2,68.5,None
2024-05-30,Alappuzha,7.7,28.8,88.0,None
2024-05-31,Alappuzha,9.9,35.4,90.9,None
2024-06-01,Alappuzha,53.4,26.2,79.2,None
2024-06-02,Alappuzha,33.2,25.5,83.7,None
2024-06-03,Alappuzha,31.7,27.4,88.8,None
2024-06-04,Alappuzha,131.1,23.9,92.0,None
2024-06-05,Alappuzha,38.0,24.9,90.2,None
2024-06-06,Alappuzha,36.7,27.2,95.6,None
2024-06-07,Alappuzha,34.2,25.5,85.8,None
2024-06-08,Alappuzha,41.0,28.0,92.1,None
2024-06-09,Alappuzha,20.1,23.6,91.0,None
2024-06-10,Alappuzha,34.9,31.6,97.7,None
2024-06-11,Alappuzha,24.3,26.7,88.2,None
2024-06-12,Alappuzha,18.3,27.0,85.7,None
2024-06-13,Alappuzha,26.4,25.1,87.5,None
2024-06-14,Alappuzha,47.7,23.3,90.7,None
2024-06-15,Alappuzha,15.2,26.5,87.3,None
2024-06-16,Alappuzha,38.7,24.0,88.7,None
2024-06-17,Alappuzha,15.9,28.8,86.3,None
2024-06-18,Alappuzha,56.6,23.4,82.2,None
2024-06-19,Alappuzha,112.5,24.0,99.1,None
2024-06-20,Alappuzha,14.9,27.4,93.5,None
2024-06-21,Alappuzha,48.8,23.0,88.2,None
2024-06-22,Alappuzha,53.2,23.8,89.3,None
2024-06-23,Alappuzha,54.2,23.9,91.5,None
2024-06-24,Alappuzha,23.5,26.4,98.3,None
2024-06-25,Alappuzha,40.7,26.3,88.5,None
2024-06-26,Alappuzha,79.2,24.4,89.2,None
2024-06-27,Alappuzha,18.9,24.7,85.8,None
2024-06-28,Alappuzha,26.5,26.5,90.2,None
2024-06-29,Alappuzha,7.5,28.8,100.0,None
2024-06-30,Alappuzha,8.9,24.5,91.2,None
2024-07-01,Alappuzha,17.6,24.2,87.5,None
2024-07-02,Alappuzha,78.6,24.5,87.3,None
2024-07-03,Alappuzha,42.1,28.2,89.7,None
2024-07-04,Alappuzha,72.9,27.1,87.8,None
2024-07-05,Alappuzha,29.7,29.7,100.0,None
2024-07-06,Alappuzha,82.8,27.2,94.0,None
2024-07-07,Alappuzha,67.6,27.1,84.3,None
2024-07-08,Alappuzha,17.6,25.6,83.1,None
2024-07-09,Alappuzha,6.1,26.2,91.6,None
2024-07-10,Alappuzha,12.5,27.3,95.9,None
2024-07-11,Alappuzha,81.3,26.1,91.7,None
2024-07-12,Alappuzha,32.1,22.4,88.9,None
2024-07-13,Alappuzha,56.9,25.5,84.7,None
2024-07-14,Alappuzha,51.8,22.6,88.8,None
2024-07-15,Alappuzha,46.2,23.3,92.6,None
2024-07-16,Alappuzha,38.4,23.6,95.9,None
2024-07-17,Alappuzha,39.9,26.3,86.6,None
2024-07-18,Alappuzha,51.3,24.5,81.9,None
2024-07-19,Alappuzha,7.4,26.0,100.0,None
2024-07-20,Alappuzha,27.9,23.5,96.8,None
2024-07-21,Alappuzha,52.7,27.5,92.7,None
2024-07-22,Alappuzha,29.5,25.8,91.6,None
2024-07-23,Alappuzha,13.7,26.3,97.5,None
2024-07-24,Alappuzha,37.8,23.3,88.1,None
2024-07-25,Alappuzha,34.3,25.3,90.8,None
2024-07-26,Alappuzha,50.5,24.5,92.1,None
2024-07-27,Alappuzha,31.4,25.5,88.6,None
2024-07-28,Alappuzha,32.7,28.1,87.4,None
2024-07-29,Alappuzha,10.1,26.5,84.6,None
2024-07-30,Alappuzha,61.5,26.3,93.8,None
2024-07-31,Alappuzha,1.6,23.5,97.2,None
2024-08-01,Alappuzha,18.0,27.2,94.5,None
2024-08-02,Alappuzha,49.8,22.8,84.5,None
2024-08-03,Alappuzha,13.2,24.6,90.1,None
2024-08-04,Alappuzha,23.8,29.7,86.7,None
2024-08-05,Alappuzha,12.7,26.2,89.5,None
2024-08-06,Alappuzha,80.7,22.1,82.0,None
2024-08-07,Alappuzha,18.9,27.5,87.0,None
2024-08-08,Alappuzha,35.2,23.8,91.1,None
2024-08-09,Alappuzha,54.5,26.9,89.6,None
2024-08-10,Alappuzha,48.5,21.8,96.5,None
2024-08-11,Alappuzha,87.6,23.6,91.8,None
2024-08-12,Alappuzha,85.6,24.6,84.6,None
2024-08-13,Alappuzha,13.4,28.0,87.1,None
2024-08-14,Alappuzha,74.7,27.2,80.7,None
2024-08-15,Alappuzha,36.8,25.7,87.4,None
2024-08-16,Alappuzha,11.4,24.6,89.7,None
2024-08-17,Alappuzha,11.6,28.9,79.6,None
2024-08-18,Alappuzha,7.2,28.8,91.1,None
2024-08-19,Alappuzha,39.2,25.0,91.6,None
2024-08-20,Alappuzha,84.6,28.2,97.6,None
2024-08-21,Alappuzha,49.4,27.4,86.0,None
2024-08-22,Alappuzha,22.4,28.2,92.6,None
2024-08-23,Alappuzha,31.0,25.8,92.3,None
2024-08-24,Alappuzha,5.5,24.0,86.2,None
2024-08-25,Alappuzha,90.1,29.6,99.4,None
2024-08-26,Alappuzha,21.2,26.0,82.7,None
2024-08-27,Alappuzha,21.8,30.5,88.4,None
2024-08-28,Alappuzha,7.3,23.2,97.6,None
2024-08-29,Alappuzha,95.8,25.0,83.7,None
2024-08-30,Alappuzha,15.0,27.8,91.4,None
2024-08-31,Alappuzha,6.4,28.2,92.6,None
2024-09-01,Alappuzha,65.0,26.6,95.9,None
2024-09-02,Alappuzha,31.0,28.5,86.2,None
2024-09-03,Alappuzha,29.8,26.2,95.8,None
2024-09-04,Alappuzha,51.9,28.1,84.6,None
2024-09-05,Alappuzha,13.9,23.7,88.2,None
2024-09-06,Alappuzha,19.2,27.3,86.6,None
2024-09-07,Alappuzha,40.4,26.5,91.9,None
2024-09-08,Alappuzha,24.5,27.2,89.1,None
2024-09-09,Alappuzha,38.3,26.5,93.4,None
2024-09-10,Alappuzha,15.8,27.8,98.3,None
2024-09-11,Alappuzha,79.8,25.6,82.4,None
2024-09-12,Alappuzha,45.3,24.3,84.2,None
2024-09-13,Alappuzha,60.3,22.0,100.0,None
2024-09-14,Alappuzha,55.5,25.7,85.5,None
2024-09-15,Alappuzha,69.7,25.1,92.3,None
2024-09-16,Alappuzha,54.5,25.7,84.7,None
2024-09-17,Alappuzha,31.4,28.3,93.1,None
2024-09-18,Alappuzha,43.1,24.5,85.9,None
2024-09-19,Alappuzha,51.6,23.7,94.5,None
2024-09-20,Alappuzha,186.2,25.2,88.9,Flood
2024-09-21,Alappuzha,2.3,28.9,90.3,None
2024-09-22,Alappuzha,134.4,27.3,94.7,None
2024-09-23,Alappuzha,67.7,27.1,94.8,None
2024-09-24,Alappuzha,39.1,28.5,88.3,None
2024-09-25,Alappuzha,31.1,26.5,93.3,None
2024-09-26,Alappuzha,56.6,27.2,93.4,None
2024-09-27,Alappuzha,81.1,25.1,88.7,None
2024-09-28,Alappuzha,19.0,27.4,95.0,None
2024-09-29,Alappuzha,112.7,28.3,88.7,None
2024-09-30,Alappuzha,31.1,25.9,89.9,None
2024-10-01,Alappuzha,57.5,29.0,94.6,None
2024-10-02,Alappuzha,34.7,28.6,83.6,None
2024-10-03,Alappuzha,39.4,31.8,85.0,None
2024-10-04,Alappuzha,7.9,27.7,77.8,None
2024-10-05,Alappuzha,16.2,28.5,78.7,None
2024-10-06,Alappuzha,7.5,24.9,83.0,None
2024-10-07,Alappuzha,21.7,23.4,89.1,None
2024-10-08,Alappuzha,70.1,30.7,89.9,None
2024-10-09,Alappuzha,55.7,27.8,83.2,None
2024-10-10,Alappuzha,20.9,23.1,90.8,None
2024-10-11,Alappuzha,11.1,28.2,84.5,None
2024-10-12,Alappuzha,51.0,28.5,82.6,None
2024-10-13,Alappuzha,12.1,28.3,85.1,None
2024-10-14,Alappuzha,16.9,28.4,79.2,None
2024-10-15,Alappuzha,23.2,24.6,81.8,None
2024-10-16,Alappuzha,12.9,24.4,76.5,None
2024-10-17,Alappuzha,27.2,27.0,87.6,None
2024-10-18,Alappuzha,36.0,29.5,82.8,None
2024-10-19,Alappuzha,45.1,26.1,80.7,None
2024-10-20,Alappuzha,31.3,24.6,78.6,None
2024-10-21,Alappuzha,11.8,26.9,94.9,None
2024-10-22,Alappuzha,37.6,26.8,91.3,None
2024-10-23,Alappuzha,29.9,27.2,89.0,None
2024-10-24,Alappuzha,19.2,27.5,75.0,None
2024-10-25,Alappuzha,11.6,29.5,84.4,None
2024-10-26,Alappuzha,43.1,30.6,84.7,None
2024-10-27,Alappuzha,20.1,24.7,80.6,None
2024-10-28,Alappuzha,31.8,26.4,85.7,None
2024-10-29,Alappuzha,47.4,28.2,81.9,None
2024-10-30,Alappuzha,4.9,26.9,85.0,None
2024-10-31,Alappuzha,9.4,26.0,87.4,None
2024-11-01,Alappuzha,21.0,24.6,85.6,None
2024-11-02,Alappuzha,21.5,28.0,80.8,None
2024-11-03,Alappuzha,25.4,27.4,87.5,None
2024-11-04,Alappuzha,17.9,27.2,90.9,None
2024-11-05,Alappuzha,24.1,28.2,81.9,None
2024-11-06,Alappuzha,16.3,28.9,84.0,None
2024-11-07,Alappuzha,9.6,24.1,92.6,None
2024-11-08,Alappuzha,33.0,26.1,87.3,None
2024-11-09,Alappuzha,66.4,24.1,86.7,None
2024-11-10,Alappuzha,80.1,25.5,87.5,None
2024-11-11,Alappuzha,39.1,26.1,80.6,None
2024-11-12,Alappuzha,15.2,26.9,87.5,None
2024-11-13,Alappuzha,17.5,25.2,91.0,None
2024-11-14,Alappuzha,78.9,28.4,81.8,None
2024-11-15,Alappuzha,18.9,24.4,86.1,None
2024-11-16,Alappuzha,18.5,25.3,84.2,None
2024-11-17,Alappuzha,15.0,30.0,80.1,None
2024-11-18,Alappuzha,44.1,26.9,86.4,None
2024-11-19,Alappuzha,40.3,27.3,82.8,None
2024-11-20,Alappuzha,8.5,30.7,83.4,None
2024-11-21,Alappuzha,13.9,26.9,82.4,None
2024-11-22,Alappuzha,58.5,28.5,84.2,None
2024-11-23,Alappuzha,31.3,26.4,78.4,None
2024-11-24,Alappuzha,16.2,28.1,90.8,None
2024-11-25,Alappuzha,74.7,28.2,84.7,None
2024-11-26,Alappuzha,24.1,26.5,84.9,None
2024-11-27,Alappuzha,18.7,27.6,81.3,None
2024-11-28,Alappuzha,54.2,26.0,87.1,None
2024-11-29,Alappuzha,57.3,28.2,82.0,None
2024-11-30,Alappuzha,14.5,28.0,88.9,None
2024-12-01,Alappuzha,1.9,26.6,65.9,None
2024-12-02,Alappuzha,1.4,31.5,74.9,None
2024-12-03,Alappuzha,2.2,30.9,60.0,None
2024-12-04,Alappuzha,2.5,27.4,62.3,None
2024-12-05,Alappuzha,1.7,29.6,59.9,None
2024-12-06,Alappuzha,3.0,29.9,60.6,None
2024-12-07,Alappuzha,3.7,26.5,57.2,None
2024-12-08,Alappuzha,4.9,27.3,54.9,None
2024-12-09,Alappuzha,3.2,26.8,68.7,None
2024-12-10,Alappuzha,2.1,28.1,72.0,None
2024-12-11,Alappuzha,4.8,29.0,62.4,None
2024-12-12,Alappuzha,3.4,28.0,60.9,None
2024-12-13,Alappuzha,4.5,26.0,61.8,None
2024-12-14,Alappuzha,4.2,29.1,66.0,None
2024-12-15,Alappuzha,4.3,29.2,61.7,None
2024-12-16,Alappuzha,3.1,29.0,70.6,None
2024-12-17,Alappuzha,2.3,26.9,61.3,None
2024-12-18,Alappuzha,0.2,27.3,66.4,None
2024-12-19,Alappuzha,3.3,33.6,56.9,None
2024-12-20,Alappuzha,4.9,28.6,57.3,None
2024-12-21,Alappuzha,3.7,30.0,69.5,None
2024-12-22,Alappuzha,2.2,27.7,75.2,None
2024-12-23,Alappuzha,4.4,27.6,64.3,None
2024-12-24,Alappuzha,4.4,27.9,60.4,None
2024-12-25,Alappuzha,1.7,29.4,64.5,None
2024-12-26,Alappuzha,1.1,29.5,63.7,None
2024-12-27,Alappuzha,0.2,27.0,64.6,None
2024-12-28,Alappuzha,3.4,29.1,67.0,None
2024-12-29,Alappuzha,2.5,26.8,61.6,None
2024-12-30,Alappuzha,3.3,29.6,75.4,None
2024-12-31,Alappuzha,4.7,24.6,57.0,None
2025-01-01,Alappuzha,0.9,30.6,72.8,None
2025-01-02,Alappuzha,1.9,31.5,64.3,None
2025-01-03,Alappuzha,3.0,30.5,66.6,None
2025-01-04,Alappuzha,4.2,32.2,62.5,None
2025-01-05,Alappuzha,0.8,28.2,68.0,None
2025-01-06,Alappuzha,0.7,28.8,71.2,None
2025-01-07,Alappuzha,3.8,28.8,66.1,None
2025-01-08,Alappuzha,0.2,27.3,71.2,None
2025-01-09,Alappuzha,4.8,30.5,60.4,None
2025-01-10,Alappuzha,2.6,30.8,55.1,None
2025-01-11,Alappuzha,4.6,29.8,60.7,None
2025-01-12,Alappuzha,1.7,25.0,64.5,None
2025-01-13,Alappuzha,1.0,27.7,59.8,None
2025-01-14,Alappuzha,3.1,28.0,63.8,None
2025-01-15,Alappuzha,5.0,29.9,65.9,None
2025-01-16,Alappuzha,0.7,26.8,57.0,None
2025-01-17,Alappuzha,4.5,29.3,66.6,None
2025-01-18,Alappuzha,2.7,26.8,65.7,None
2025-01-19,Alappuzha,2.8,28.9,72.0,None
2025-01-20,Alappuzha,1.3,29.0,67.5,None
2025-01-21,Alappuzha,4.3,29.1,71.9,None
2025-01-22,Alappuzha,0.2,28.2,71.6,None
2025-01-23,Alappuzha,0.8,31.1,64.0,None
2025-01-24,Alappuzha,4.9,26.7,67.5,None
2025-01-25,Alappuzha,3.8,26.9,71.4,None
2025-01-26,Alappuzha,2.4,26.9,65.9,None
2025-01-27,Alappuzha,0.5,27.6,63.7,None
2025-01-28,Alappuzha,3.1,30.9,65.7,None
2025-01-29,Alappuzha,0.9,32.1,57.8,None
2025-01-30,Alappuzha,1.1,27.0,68.0,None
2025-01-31,Alappuzha,2.0,24.8,61.5,None
2025-02-01,Alappuzha,3.3,26.5,63.4,None
2025-02-02,Alappuzha,1.5,26.1,62.1,None
2025-02-03,Alappuzha,1.6,25.4,67.4,None
2025-02-04,Alappuzha,4.0,28.9,73.6,None
2025-02-05,Alappuzha,3.4,30.5,64.1,None
2025-02-06,Alappuzha,2.9,27.9,56.6,None
2025-02-07,Alappuzha,3.2,29.9,69.4,None
2025-02-08,Alappuzha,1.6,27.1,67.8,None
2025-02-09,Alappuzha,3.1,25.6,61.1,None
2025-02-10,Alappuzha,1.0,28.6,64.2,None
2025-02-11,Alappuzha,1.1,27.2,63.5,None
2025-02-12,Alappuzha,1.8,25.9,61.4,None
2025-02-13,Alappuzha,0.8,29.7,67.9,None
2025-02-14,Alappuzha,0.3,24.4,55.6,None
2025-02-15,Alappuzha,0.4,26.7,63.2,None
2025-02-16,Alappuzha,0.8,23.5,69.2,None
2025-02-17,Alappuzha,2.9,30.4,53.9,None
2025-02-18,Alappuzha,4.0,28.1,68.7,None
2025-02-19,Alappuzha,2.9,28.3,64.4,None
2025-02-20,Alappuzha,0.9,21.8,63.8,None
2025-02-21,Alappuzha,4.6,26.3,64.7,None
2025-02-22,Alappuzha,2.1,27.6,71.2,None
2025-02-23,Alappuzha,1.4,26.2,62.8,None
2025-02-24,Alappuzha,4.8,24.9,61.0,None
2025-02-25,Alappuzha,3.0,27.8,63.6,None
2025-02-26,Alappuzha,1.5,28.6,72.5,None
2025-02-27,Alappuzha,4.3,30.8,62.8,None
2025-02-28,Alappuzha,2.8,24.9,65.1,None
2025-03-01,Alappuzha,9.5,33.4,80.3,None
2025-03-02,Alappuzha,5.1,36.7,65.4,None
2025-03-03,Alappuzha,2.3,36.3,60.7,None
2025-03-04,Alappuzha,7.9,33.0,73.0,None
2025-03-05,Alappuzha,2.6,40.5,72.0,Heatwave
2025-03-06,Alappuzha,7.9,31.2,63.2,None
2025-03-07,Alappuzha,9.5,25.6,63.7,None
2025-03-08,Alappuzha,8.2,37.6,57.3,Heatwave
2025-03-09,Alappuzha,6.1,34.4,76.3,None
2025-03-10,Alappuzha,6.1,33.9,64.0,None
2025-03-11,Alappuzha,3.0,34.7,61.7,None
2025-03-12,Alappuzha,5.2,36.0,73.8,None
2025-03-13,Alappuzha,3.5,32.2,78.6,None
2025-03-14,Alappuzha,7.5,33.8,62.5,None
2025-03-15,Alappuzha,7.5,33.4,75.8,None
2025-03-16,Alappuzha,6.1,32.0,81.7,None
2025-03-17,Alappuzha,7.5,36.1,69.8,None
2025-03-18,Alappuzha,8.5,30.2,73.0,None
2025-03-19,Alappuzha,9.8,34.5,70.3,None
2025-03-20,Alappuzha,2.2,39.1,72.9,Heatwave
2025-03-21,Alappuzha,8.4,37.6,86.5,Heatwave
2025-03-22,Alappuzha,2.3,33.2,78.4,None
2025-03-23,Alappuzha,3.1,34.0,71.3,None
2025-03-24,Alappuzha,2.4,31.6,65.9,None
2025-03-25,Alappuzha,6.1,36.2,74.7,None
2025-03-26,Alappuzha,8.4,35.6,66.3,None
2025-03-27,Alappuzha,5.4,36.1,75.3,None
2025-03-28,Alappuzha,2.0,33.0,52.4,None
2025-03-29,Alappuzha,4.1,31.9,74.1,None
2025-03-30,Alappuzha,2.1,30.7,74.0,None
2025-03-31,Alappuzha,6.9,34.9,79.7,None
2025-04-01,Alappuzha,3.7,35.0,62.4,None
2025-04-02,Alappuzha,9.1,33.2,81.8,None
2025-04-03,Alappuzha,0.5,39.6,54.6,Heatwave
2025-04-04,Alappuzha,7.1,40.3,62.4,Heatwave
2025-04-05,Alappuzha,0.0,35.9,75.5,None
2025-04-06,Alappuzha,3.9,32.6,70.4,None
2025-04-07,Alappuzha,7.1,31.7,62.6,None
2025-04-08,Alappuzha,0.5,35.9,77.2,None
2025-04-09,Alappuzha,5.2,29.2,86.6,None
2025-04-10,Alappuzha,9.3,33.3,68.2,None
2025-04-11,Alappuzha,5.6,35.6,72.2,None
2025-04-12,Alappuzha,8.1,30.4,58.6,None
2025-04-13,Alappuzha,6.8,31.0,81.4,None
2025-04-14,Alappuzha,5.6,35.9,72.8,None
2025-04-15,Alappuzha,2.7,34.8,72.3,None
2025-04-16,Alappuzha,4.3,32.7,76.6,None
2025-04-17,Alappuzha,7.4,40.1,71.4,Heatwave
2025-04-18,Alappuzha,5.0,36.2,73.9,None
2025-04-19,Alappuzha,1.0,31.2,57.8,None
2025-04-20,Alappuzha,5.1,31.2,54.7,None
2025-04-21,Alappuzha,2.8,39.7,49.8,Heatwave
2025-04-22,Alappuzha,3.7,36.6,63.5,None
2025-04-23,Alappuzha,2.6,31.4,65.0,None
2025-04-24,Alappuzha,3.4,27.9,61.9,None
2025-04-25,Alappuzha,8.7,36.0,72.4,None
2025-04-26,Alappuzha,1.7,27.9,44.4,None
2025-04-27,Alappuzha,6.5,38.0,82.1,Heatwave
2025-04-28,Alappuzha,8.0,32.2,88.0,None
2025-04-29,Alappuzha,7.0,32.7,72.1,None
2025-04-30,Alappuzha,0.7,35.0,68.6,None
2025-05-01,Alappuzha,7.1,32.5,56.8,None
2025-05-02,Alappuzha,6.4,36.9,64.0,None
2025-05-03,Alappuzha,2.0,41.5,78.1,Heatwave
